domanda,risposta,id,front,back,last_review,interval,ease_factor,repetitions,last_confidence,chapter,removed
What does the 'Access' relationship model in ArchiMate?,It models the ability of a behavioral element (like a process) to observe or act upon a passive structure element (like a data object).,c6f69622-876b-4c08-a131-774bbbb93ddc,What does the 'Access' relationship model in ArchiMate?,It models the ability of a behavioral element (like a process) to observe or act upon a passive structure element (like a data object).,,0,2.5,0,0,2.0,1
The ArchiMate 'Composition' relationship indicates that an element consists of one or more other concepts that _____ exist independently.,cannot,e2b29668-5459-4f38-b7b6-7d49b93b81a2,The ArchiMate 'Composition' relationship indicates that an element consists of one or more other concepts that _____ exist independently.,cannot,,0,2.5,0,0,2.0,1
What is a 'Data Warehouse'?,"An OLAP database that collects summarized, integrated, structured, and historical data of interest for an organization, designed for decision support.",ad5a894e-4641-48c1-8dae-f4ab4fda8467,What is a 'Data Warehouse'?,"An OLAP database that collects summarized, integrated, structured, and historical data of interest for an organization, designed for decision support.",2026-01-30T10:16:16.833720,1,2.36,1,3,4.0,0
What does the acronym ETL stand for in the context of data warehousing?,"Extraction, Transformation, and Loading.",8feb9152-49f7-436d-83ce-f4bc6870569f,What does the acronym ETL stand for in the context of data warehousing?,"Extraction, Transformation, and Loading.",2026-01-30T09:07:10.427668,1,2.36,1,3,4.0,0
"In the ETL process, what is the difference between static and incremental extraction?","Static extraction considers all data present in the sources, while incremental extraction considers only data produced or modified since the last update.",c6c1c95f-17a2-4e2f-bfe8-62f6cd7e4f3b,"In the ETL process, what is the difference between static and incremental extraction?","Static extraction considers all data present in the sources, while incremental extraction considers only data produced or modified since the last update.",2026-01-30T10:26:36.354396,1,2.36,1,3,4.0,0
What is the purpose of the 'Transformation' phase in the ETL process?,"To clean, reconcile, standardize, and remove duplicates from data originating from heterogeneous sources to ensure consistency.",3acfc423-8278-436c-bcd7-4619ffb34665,What is the purpose of the 'Transformation' phase in the ETL process?,"To clean, reconcile, standardize, and remove duplicates from data originating from heterogeneous sources to ensure consistency.",2026-01-30T10:43:37.028902,1,2.36,1,3,4.0,0
"In a data warehouse architecture, what is a 'staging area'?",An intermediate database used between the data sources and the data warehouse to facilitate the ETL process.,cc4eb5dd-9b0c-480a-89ed-ff83425e0ede,"In a data warehouse architecture, what is a 'staging area'?",An intermediate database used between the data sources and the data warehouse to facilitate the ETL process.,2026-01-30T09:12:02.794057,1,2.36,1,3,4.0,0
What is a 'Data Mart'?,"A small, thematic data warehouse that contains a subset of information from the complete data warehouse, tailored for a specific user group or department.",ce71d5be-d02f-4fac-a602-143e379bbd3d,What is a 'Data Mart'?,"A small, thematic data warehouse that contains a subset of information from the complete data warehouse, tailored for a specific user group or department.",2026-01-30T09:08:31.906064,1,2.36,1,3,4.0,0
Distinguish between a ROLAP and a MOLAP logical model for a data warehouse.,"ROLAP (Relational OLAP) uses a standard relational database, while MOLAP (Multidimensional OLAP) uses a specialized multidimensional database (hypercube).",aa951010-07d6-46e0-8058-dc23cf312421,Distinguish between a ROLAP and a MOLAP logical model for a data warehouse.,"ROLAP (Relational OLAP) uses a standard relational database, while MOLAP (Multidimensional OLAP) uses a specialized multidimensional database (hypercube).",2026-01-30T09:09:15.709529,1,2.36,1,3,4.0,0
What is a primary advantage of ROLAP over MOLAP?,"ROLAP uses standard SQL and is more space-efficient as it doesn't need to store empty cells, whereas MOLAP requires proprietary tools and can be space-intensive.",71d9029d-9abd-4672-ae58-6c9313ec7b66,What is a primary advantage of ROLAP over MOLAP?,"ROLAP uses standard SQL and is more space-efficient as it doesn't need to store empty cells, whereas MOLAP requires proprietary tools and can be space-intensive.",2026-01-30T10:26:33.067921,1,2.36,1,3,4.0,0
What is a primary advantage of MOLAP over ROLAP?,MOLAP offers faster and more efficient query performance because the data is pre-aggregated and stored in a structure optimized for multidimensional analysis.,842cee58-79d3-4930-889a-e95505a34cdb,What is a primary advantage of MOLAP over ROLAP?,MOLAP offers faster and more efficient query performance because the data is pre-aggregated and stored in a structure optimized for multidimensional analysis.,2026-01-30T09:13:38.790818,1,2.36,1,3,4.0,0
What is a HOLAP (Hybrid OLAP) model?,"A hybrid model that typically uses a ROLAP architecture for the large central data warehouse and MOLAP for smaller, frequently accessed data marts.",979644cd-2798-4b69-9b20-8d2b80bb0f11,What is a HOLAP (Hybrid OLAP) model?,"A hybrid model that typically uses a ROLAP architecture for the large central data warehouse and MOLAP for smaller, frequently accessed data marts.",2026-01-30T09:13:08.541794,1,2.36,1,3,4.0,0
Contrast the Star Schema and the Snowflake Schema in ROLAP models.,"In a Star Schema, each dimension is represented by a single table connected to the central fact table. In a Snowflake Schema, dimension tables are normalized into multiple related tables, representing hierarchies.",04a080df-8178-453e-a39b-46da3fe93d07,Contrast the Star Schema and the Snowflake Schema in ROLAP models.,"In a Star Schema, each dimension is represented by a single table connected to the central fact table. In a Snowflake Schema, dimension tables are normalized into multiple related tables, representing hierarchies.",2026-01-30T09:06:38.954046,1,2.36,1,3,4.0,0
What is a key advantage of the Snowflake Schema over the Star Schema?,The Snowflake Schema reduces data redundancy and can save storage space by normalizing dimension tables.,9ba91d70-7404-41b7-926b-a0296acbcbb4,What is a key advantage of the Snowflake Schema over the Star Schema?,The Snowflake Schema reduces data redundancy and can save storage space by normalizing dimension tables.,2026-01-30T09:15:16.113885,1,2.36,1,3,4.0,0
What is a key disadvantage of the Snowflake Schema compared to the Star Schema?,Queries in a Snowflake Schema are more complex and can be slower due to the increased number of JOIN operations required.,f9899255-dcce-49f1-bc8b-b890cff9594e,What is a key disadvantage of the Snowflake Schema compared to the Star Schema?,Queries in a Snowflake Schema are more complex and can be slower due to the increased number of JOIN operations required.,2026-01-30T09:06:44.293158,1,2.36,1,3,4.0,0
"The OLAP operation that increases the level of detail on a dimension (e.g., from year to month) is called _____.",Drill-down,ebc9c088-1e82-4131-a0cf-bb7d299c68b4,"The OLAP operation that increases the level of detail on a dimension (e.g., from year to month) is called _____.",Drill-down,2026-01-30T09:10:20.056992,1,2.36,1,3,4.0,0
"The OLAP operation that aggregates data to a less detailed level on a dimension (e.g., from city to region) is called _____.",Roll-up,2c21450c-df44-4efa-830c-016a21d55fb0,"The OLAP operation that aggregates data to a less detailed level on a dimension (e.g., from city to region) is called _____.",Roll-up,2026-01-30T09:09:23.691380,1,2.36,1,3,4.0,0
What is the 'Slice' operation in OLAP?,It selects a subset of the data cube by fixing a single value for one specific dimension.,85c326cb-eeac-4283-8ed4-93b43035e61f,What is the 'Slice' operation in OLAP?,It selects a subset of the data cube by fixing a single value for one specific dimension.,2026-01-30T10:42:16.251791,1,2.36,1,3,4.0,0
"In data mining, what is the goal of Association Rule discovery?","To identify conditions or items that frequently occur together in a dataset, expressed as A ⇒ B.",2a383984-58ff-4189-aea3-a7c14075e470,"In data mining, what is the goal of Association Rule discovery?","To identify conditions or items that frequently occur together in a dataset, expressed as A ⇒ B.",2026-01-30T09:09:53.380975,1,2.36,1,3,4.0,0
"In association rules, what does the 'confidence' metric measure?","It measures the certainty or reliability of the rule, calculated as the conditional probability $P(B|A)$, indicating how often B occurs when A occurs.",62cdab5b-521b-4576-997b-2af62181dd89,"In association rules, what does the 'confidence' metric measure?","It measures the certainty or reliability of the rule, calculated as the conditional probability $P(B|A)$, indicating how often B occurs when A occurs.",2026-01-30T09:08:51.983688,1,2.36,1,3,4.0,0
What does the 'support' metric measure for an association rule A ⇒ B?,"It measures the frequency of the itemset in the dataset, calculated as the probability $P(A \cap B)$.",9908daea-32ee-400e-80af-c959fb888e53,What does the 'support' metric measure for an association rule A ⇒ B?,"It measures the frequency of the itemset in the dataset, calculated as the probability $P(A \cap B)$.",2026-01-30T09:12:27.298593,1,2.36,1,3,4.0,0
What is 'Classification' in data mining?,"A supervised learning technique that builds a model to automatically assign new, unclassified elements to predefined classes based on a labeled training set.",359248fb-e0a5-498a-8abc-4db6f6f87166,What is 'Classification' in data mining?,"A supervised learning technique that builds a model to automatically assign new, unclassified elements to predefined classes based on a labeled training set.",2026-01-30T10:38:49.406372,1,2.36,1,3,4.0,0
